investor_id,sip_count,gap_days,status
INV000751,9,53.0,AT_RISK
INV000754,7,72.33333333333333,AT_RISK
INV000759,7,83.0,AT_RISK
INV000761,7,75.16666666666667,AT_RISK
INV000768,8,60.0,AT_RISK
INV000772,6,46.0,AT_RISK
INV000774,7,73.66666666666667,AT_RISK
INV000776,8,59.42857142857143,AT_RISK
INV000777,6,66.0,AT_RISK
INV000778,8,59.714285714285715,AT_RISK
INV000779,6,75.0,AT_RISK
INV000783,6,89.8,AT_RISK
INV000785,6,32.6,HEALTHY
INV000786,9,64.125,AT_RISK
INV000789,8,55.142857142857146,AT_RISK
INV000793,8,69.14285714285714,AT_RISK
INV000803,7,77.16666666666667,AT_RISK
INV000814,6,94.0,AT_RISK
INV000822,7,55.5,AT_RISK
INV000823,7,39.666666666666664,AT_RISK
INV000827,8,58.285714285714285,AT_RISK
INV000830,6,72.2,AT_RISK
INV000833,8,67.28571428571429,AT_RISK
INV000836,6,84.8,AT_RISK
INV000843,6,55.6,AT_RISK
INV000844,7,66.16666666666667,AT_RISK
INV000847,6,47.8,AT_RISK
INV000853,10,49.333333333333336,AT_RISK
INV000854,9,61.25,AT_RISK
INV000858,9,44.875,AT_RISK
INV000862,6,91.2,AT_RISK
INV000864,6,40.8,AT_RISK
INV000865,9,45.75,AT_RISK
INV000869,6,65.4,AT_RISK
INV000873,7,73.5,AT_RISK
INV000874,9,62.125,AT_RISK
INV000877,6,59.4,AT_RISK
INV000881,10,46.111111111111114,AT_RISK
INV000887,7,65.66666666666667,AT_RISK
INV000888,7,80.33333333333333,AT_RISK
INV000893,7,59.5,AT_RISK
INV000894,6,55.0,AT_RISK
INV000901,6,54.0,AT_RISK
INV000907,6,59.2,AT_RISK
INV000920,6,75.6,AT_RISK
INV000926,6,80.0,AT_RISK
INV000929,7,58.166666666666664,AT_RISK
INV000930,8,32.42857142857143,HEALTHY
INV000935,9,30.875,HEALTHY
INV000939,8,60.57142857142857,AT_RISK
INV000942,7,53.0,AT_RISK
INV000949,7,67.5,AT_RISK
INV000950,6,91.0,AT_RISK
INV000971,7,46.833333333333336,AT_RISK
INV000974,7,73.5,AT_RISK
INV000977,10,48.77777777777778,AT_RISK
INV000979,6,79.8,AT_RISK
INV000980,8,44.42857142857143,AT_RISK
INV000981,6,50.4,AT_RISK
INV000986,7,60.833333333333336,AT_RISK
INV000994,6,63.8,AT_RISK
INV001001,8,60.285714285714285,AT_RISK
INV001002,7,41.666666666666664,AT_RISK
INV001005,6,93.6,AT_RISK
INV001008,7,64.66666666666667,AT_RISK
INV001013,6,96.8,AT_RISK
INV001017,6,67.0,AT_RISK
INV001019,9,44.875,AT_RISK
INV001021,7,68.66666666666667,AT_RISK
INV001023,8,72.42857142857143,AT_RISK
INV001025,6,38.8,AT_RISK
INV001026,6,69.4,AT_RISK
INV001037,10,42.0,AT_RISK
INV001039,6,66.2,AT_RISK
INV001041,7,83.0,AT_RISK
INV001047,7,66.16666666666667,AT_RISK
INV001048,8,47.0,AT_RISK
INV001051,8,54.142857142857146,AT_RISK
INV001053,8,55.857142857142854,AT_RISK
INV001055,6,93.2,AT_RISK
INV001060,9,53.375,AT_RISK
INV001061,9,51.125,AT_RISK
INV001063,8,43.285714285714285,AT_RISK
INV001064,9,59.5,AT_RISK
INV001069,8,41.285714285714285,AT_RISK
INV001070,6,97.0,AT_RISK
INV001092,7,77.33333333333333,AT_RISK
INV001099,8,26.142857142857142,HEALTHY
INV001102,7,55.333333333333336,AT_RISK
INV001115,6,81.4,AT_RISK
INV001116,9,58.125,AT_RISK
INV001117,8,61.714285714285715,AT_RISK
INV001130,7,76.83333333333333,AT_RISK
INV001137,7,57.0,AT_RISK
INV001140,6,60.4,AT_RISK
INV001141,6,97.6,AT_RISK
INV001142,7,42.833333333333336,AT_RISK
INV001156,6,102.4,AT_RISK
INV001160,8,57.57142857142857,AT_RISK
INV001161,6,80.6,AT_RISK
INV001163,7,67.33333333333333,AT_RISK
INV001167,6,96.2,AT_RISK
INV001170,6,68.2,AT_RISK
INV001173,6,67.0,AT_RISK
INV001178,7,79.66666666666667,AT_RISK
INV001180,6,74.4,AT_RISK
INV001181,8,67.42857142857143,AT_RISK
INV001190,6,97.0,AT_RISK
INV001195,8,53.42857142857143,AT_RISK
INV001196,6,92.2,AT_RISK
INV001202,8,58.0,AT_RISK
INV001206,6,83.6,AT_RISK
INV001208,7,51.833333333333336,AT_RISK
INV001210,9,36.875,AT_RISK
INV001217,8,60.142857142857146,AT_RISK
INV001219,8,50.857142857142854,AT_RISK
INV001220,7,77.16666666666667,AT_RISK
INV001223,7,70.83333333333333,AT_RISK
INV001234,8,60.57142857142857,AT_RISK
INV001235,9,59.0,AT_RISK
INV001237,6,98.0,AT_RISK
INV001238,7,68.5,AT_RISK
INV001242,6,69.8,AT_RISK
INV001251,6,82.0,AT_RISK
INV001262,7,44.833333333333336,AT_RISK
INV001274,7,73.33333333333333,AT_RISK
INV001275,7,66.66666666666667,AT_RISK
INV001282,6,67.0,AT_RISK
INV001287,6,92.2,AT_RISK
INV001288,7,45.666666666666664,AT_RISK
INV001291,6,76.2,AT_RISK
INV001295,9,50.75,AT_RISK
INV001298,7,71.83333333333333,AT_RISK
INV001299,9,51.25,AT_RISK
INV001304,6,97.6,AT_RISK
INV001308,9,54.625,AT_RISK
INV001310,6,81.2,AT_RISK
INV001314,10,50.44444444444444,AT_RISK
INV001315,7,51.833333333333336,AT_RISK
INV001316,6,92.4,AT_RISK
INV001317,6,84.8,AT_RISK
INV001318,10,46.22222222222222,AT_RISK
INV001326,8,69.42857142857143,AT_RISK
INV001329,6,68.2,AT_RISK
INV001331,6,94.2,AT_RISK
INV001332,7,80.0,AT_RISK
INV001333,7,78.66666666666667,AT_RISK
INV001336,8,65.85714285714286,AT_RISK
INV001348,7,47.833333333333336,AT_RISK
INV001351,7,70.5,AT_RISK
INV001355,6,60.2,AT_RISK
INV001356,6,79.2,AT_RISK
INV001359,7,72.5,AT_RISK
INV001361,7,50.5,AT_RISK
INV001367,6,99.0,AT_RISK
INV001375,7,78.5,AT_RISK
INV001376,7,78.66666666666667,AT_RISK
INV001383,8,56.142857142857146,AT_RISK
INV001387,9,57.25,AT_RISK
INV001394,8,63.57142857142857,AT_RISK
INV001400,6,76.8,AT_RISK
INV001401,6,68.6,AT_RISK
INV001406,10,47.666666666666664,AT_RISK
INV001407,6,45.2,AT_RISK
INV001415,8,68.14285714285714,AT_RISK
INV001418,6,88.6,AT_RISK
INV001419,6,85.8,AT_RISK
INV001423,8,48.57142857142857,AT_RISK
INV001428,6,79.4,AT_RISK
INV001432,6,71.4,AT_RISK
INV001434,6,80.6,AT_RISK
INV001442,9,57.125,AT_RISK
INV001454,7,73.0,AT_RISK
INV001455,8,64.71428571428571,AT_RISK
INV001457,6,43.8,AT_RISK
INV001458,7,59.833333333333336,AT_RISK
INV001466,6,44.6,AT_RISK
INV001472,6,79.0,AT_RISK
INV001482,6,80.6,AT_RISK
INV001485,9,55.0,AT_RISK
INV001491,6,98.8,AT_RISK
INV001497,9,63.0,AT_RISK
INV001504,9,54.25,AT_RISK
INV001507,6,86.2,AT_RISK
INV001510,7,66.83333333333333,AT_RISK
INV001514,7,51.833333333333336,AT_RISK
INV001516,6,56.8,AT_RISK
INV001526,6,50.4,AT_RISK
INV001530,7,64.66666666666667,AT_RISK
INV001532,7,56.833333333333336,AT_RISK
INV001536,7,69.0,AT_RISK
INV001545,6,92.8,AT_RISK
INV001547,7,72.16666666666667,AT_RISK
INV001548,6,80.6,AT_RISK
INV001550,7,79.0,AT_RISK
INV001551,6,61.8,AT_RISK
INV001562,10,44.22222222222222,AT_RISK
INV001564,8,55.714285714285715,AT_RISK
INV001569,6,83.4,AT_RISK
INV001579,7,75.0,AT_RISK
INV001580,7,45.666666666666664,AT_RISK
INV001585,6,56.6,AT_RISK
INV001587,7,65.0,AT_RISK
INV001597,7,56.0,AT_RISK
INV001599,6,58.2,AT_RISK
INV001602,6,93.8,AT_RISK
INV001603,7,54.5,AT_RISK
INV001605,8,60.57142857142857,AT_RISK
INV001606,7,67.66666666666667,AT_RISK
INV001616,9,53.0,AT_RISK
INV001623,6,92.0,AT_RISK
INV001625,6,72.0,AT_RISK
INV001628,8,51.714285714285715,AT_RISK
INV001629,7,67.5,AT_RISK
INV001631,6,57.0,AT_RISK
INV001636,9,48.875,AT_RISK
INV001641,6,88.4,AT_RISK
INV001644,6,65.6,AT_RISK
INV001645,6,67.6,AT_RISK
INV001649,10,51.666666666666664,AT_RISK
INV001651,7,78.66666666666667,AT_RISK
INV001653,6,55.2,AT_RISK
INV001654,7,56.0,AT_RISK
INV001656,8,59.857142857142854,AT_RISK
INV001662,6,60.2,AT_RISK
INV001672,9,34.0,HEALTHY
INV001673,11,49.3,AT_RISK
INV001680,9,58.875,AT_RISK
INV001683,7,72.5,AT_RISK
INV001689,6,83.6,AT_RISK
INV001690,7,81.16666666666667,AT_RISK
INV001691,6,82.0,AT_RISK
INV001694,8,66.14285714285714,AT_RISK
INV001697,9,62.5,AT_RISK
INV001699,6,83.2,AT_RISK
INV001709,6,51.8,AT_RISK
INV001711,7,65.83333333333333,AT_RISK
INV001712,6,66.6,AT_RISK
INV001715,8,68.28571428571429,AT_RISK
INV001718,6,84.0,AT_RISK
INV001724,7,69.66666666666667,AT_RISK
INV001728,8,50.57142857142857,AT_RISK
INV001737,7,56.833333333333336,AT_RISK
INV001738,9,47.5,AT_RISK
INV001739,9,52.5,AT_RISK
INV001741,6,89.4,AT_RISK
INV001744,7,78.5,AT_RISK
INV001752,7,69.33333333333333,AT_RISK
INV001753,11,42.8,AT_RISK
INV001757,8,55.57142857142857,AT_RISK
INV001759,10,49.55555555555556,AT_RISK
INV001769,6,98.0,AT_RISK
INV001772,6,95.0,AT_RISK
INV001775,8,29.142857142857142,HEALTHY
INV001777,9,57.625,AT_RISK
INV001778,8,63.57142857142857,AT_RISK
INV001797,7,79.66666666666667,AT_RISK
INV001800,7,49.666666666666664,AT_RISK
INV001802,7,61.666666666666664,AT_RISK
INV001803,6,59.0,AT_RISK
INV001804,8,55.857142857142854,AT_RISK
INV001806,8,60.0,AT_RISK
INV001809,6,95.6,AT_RISK
INV001811,9,54.25,AT_RISK
INV001822,6,19.8,HEALTHY
INV001823,8,58.142857142857146,AT_RISK
INV001826,6,51.2,AT_RISK
INV001828,8,44.42857142857143,AT_RISK
INV001831,6,72.8,AT_RISK
INV001837,7,62.833333333333336,AT_RISK
INV001841,6,56.2,AT_RISK
INV001853,8,47.42857142857143,AT_RISK
INV001858,8,55.142857142857146,AT_RISK
INV001865,7,63.5,AT_RISK
INV001866,6,58.8,AT_RISK
INV001870,7,76.0,AT_RISK
INV001871,7,55.0,AT_RISK
INV001883,6,99.2,AT_RISK
INV001885,6,71.2,AT_RISK
INV001886,9,50.75,AT_RISK
INV001890,6,102.6,AT_RISK
INV001891,6,96.4,AT_RISK
INV001909,8,62.142857142857146,AT_RISK
INV001912,6,86.4,AT_RISK
INV001920,7,39.0,AT_RISK
INV001921,8,68.57142857142857,AT_RISK
INV001923,7,80.66666666666667,AT_RISK
INV001924,7,59.166666666666664,AT_RISK
INV001927,6,58.8,AT_RISK
INV001929,6,66.2,AT_RISK
INV001937,8,60.42857142857143,AT_RISK
INV001938,9,43.0,AT_RISK
INV001943,6,74.4,AT_RISK
INV001950,7,60.166666666666664,AT_RISK
INV001951,7,58.833333333333336,AT_RISK
INV001954,6,86.8,AT_RISK
INV001955,6,76.0,AT_RISK
INV001961,6,83.4,AT_RISK
INV001969,6,79.2,AT_RISK
INV001971,8,54.714285714285715,AT_RISK
INV001972,8,42.42857142857143,AT_RISK
INV001978,6,83.2,AT_RISK
INV001979,6,55.4,AT_RISK
INV001982,6,85.8,AT_RISK
INV001986,7,47.666666666666664,AT_RISK
INV001987,7,67.0,AT_RISK
INV001990,8,45.285714285714285,AT_RISK
INV001993,6,56.6,AT_RISK
INV001995,6,48.6,AT_RISK
INV001997,6,88.6,AT_RISK
INV002001,6,84.8,AT_RISK
INV002006,6,73.6,AT_RISK
INV002010,6,74.6,AT_RISK
INV002017,7,44.666666666666664,AT_RISK
INV002018,6,63.6,AT_RISK
INV002019,6,68.8,AT_RISK
INV002025,7,55.833333333333336,AT_RISK
INV002033,7,55.0,AT_RISK
INV002034,8,69.0,AT_RISK
INV002037,6,33.2,HEALTHY
INV002038,6,84.0,AT_RISK
INV002051,6,78.6,AT_RISK
INV002052,7,44.166666666666664,AT_RISK
INV002069,10,47.55555555555556,AT_RISK
INV002070,7,81.33333333333333,AT_RISK
INV002083,10,51.666666666666664,AT_RISK
INV002085,6,65.0,AT_RISK
INV002090,6,90.2,AT_RISK
INV002092,7,33.5,HEALTHY
INV002101,6,80.2,AT_RISK
INV002102,6,44.8,AT_RISK
INV002107,8,71.14285714285714,AT_RISK
INV002111,8,62.42857142857143,AT_RISK
INV002119,6,78.0,AT_RISK
INV002121,7,68.5,AT_RISK
INV002122,7,40.333333333333336,AT_RISK
INV002127,6,60.2,AT_RISK
INV002134,7,82.66666666666667,AT_RISK
INV002138,6,91.8,AT_RISK
INV002142,9,45.5,AT_RISK
INV002143,8,63.57142857142857,AT_RISK
INV002149,8,42.285714285714285,AT_RISK
INV002150,6,73.6,AT_RISK
INV002151,9,60.375,AT_RISK
INV002153,7,67.83333333333333,AT_RISK
INV002154,6,89.4,AT_RISK
INV002155,6,78.0,AT_RISK
INV002157,7,58.5,AT_RISK
INV002159,6,65.0,AT_RISK
INV002162,9,58.375,AT_RISK
INV002166,6,99.2,AT_RISK
INV002171,7,55.833333333333336,AT_RISK
INV002177,7,73.0,AT_RISK
INV002178,8,66.42857142857143,AT_RISK
INV002179,8,54.142857142857146,AT_RISK
INV002182,7,70.5,AT_RISK
INV002185,6,48.4,AT_RISK
INV002186,7,74.83333333333333,AT_RISK
INV002187,7,67.83333333333333,AT_RISK
INV002195,9,49.25,AT_RISK
INV002196,8,62.142857142857146,AT_RISK
INV002198,9,43.0,AT_RISK
INV002199,7,50.833333333333336,AT_RISK
INV002202,8,70.42857142857143,AT_RISK
INV002206,7,49.0,AT_RISK
INV002208,7,71.33333333333333,AT_RISK
INV002211,7,63.833333333333336,AT_RISK
INV002216,8,61.714285714285715,AT_RISK
INV002218,6,67.8,AT_RISK
INV002219,8,70.85714285714286,AT_RISK
INV002228,6,68.6,AT_RISK
INV002229,6,64.6,AT_RISK
INV002230,8,57.57142857142857,AT_RISK
INV002232,7,69.16666666666667,AT_RISK
INV002236,7,73.66666666666667,AT_RISK
INV002237,7,51.666666666666664,AT_RISK
INV002240,7,77.83333333333333,AT_RISK
INV002241,7,65.66666666666667,AT_RISK
INV002251,6,62.6,AT_RISK
INV002256,6,75.6,AT_RISK
INV002259,7,45.333333333333336,AT_RISK
INV002260,6,77.8,AT_RISK
INV002265,7,63.166666666666664,AT_RISK
INV002277,7,67.33333333333333,AT_RISK
INV002280,7,71.66666666666667,AT_RISK
INV002282,6,53.2,AT_RISK
INV002284,6,85.0,AT_RISK
INV002290,6,61.6,AT_RISK
INV002294,8,48.714285714285715,AT_RISK
INV002295,7,64.5,AT_RISK
INV002298,6,23.2,HEALTHY
INV002304,10,42.55555555555556,AT_RISK
INV002315,7,71.83333333333333,AT_RISK
INV002319,7,60.0,AT_RISK
INV002322,6,63.4,AT_RISK
INV002327,6,76.4,AT_RISK
INV002329,7,57.0,AT_RISK
INV002342,6,74.2,AT_RISK
INV002343,9,57.75,AT_RISK
INV002347,9,40.5,AT_RISK
INV002348,6,94.4,AT_RISK
INV002349,6,52.2,AT_RISK
INV002351,6,77.2,AT_RISK
INV002357,7,68.33333333333333,AT_RISK
INV002360,9,56.125,AT_RISK
INV002361,6,55.4,AT_RISK
INV002367,7,52.5,AT_RISK
INV002368,7,61.166666666666664,AT_RISK
INV002369,6,60.0,AT_RISK
INV002370,7,70.16666666666667,AT_RISK
INV002372,6,95.2,AT_RISK
INV002373,8,70.14285714285714,AT_RISK
INV002374,6,21.2,HEALTHY
INV002384,10,39.111111111111114,AT_RISK
INV002388,6,33.2,HEALTHY
INV002389,10,50.77777777777778,AT_RISK
INV002390,6,47.0,AT_RISK
INV002391,6,40.2,AT_RISK
INV002395,6,97.0,AT_RISK
INV002400,9,55.375,AT_RISK
INV002401,8,59.142857142857146,AT_RISK
INV002402,7,47.166666666666664,AT_RISK
INV002407,7,47.833333333333336,AT_RISK
INV002409,8,55.57142857142857,AT_RISK
INV002413,8,53.0,AT_RISK
INV002415,8,57.42857142857143,AT_RISK
INV002417,7,83.33333333333333,AT_RISK
INV002418,6,91.6,AT_RISK
INV002420,6,72.8,AT_RISK
INV002422,10,50.333333333333336,AT_RISK
INV002429,6,78.6,AT_RISK
INV002434,6,88.2,AT_RISK
INV002437,7,49.166666666666664,AT_RISK
INV002445,8,38.142857142857146,AT_RISK
INV002453,7,63.0,AT_RISK
INV002458,6,72.4,AT_RISK
INV002459,8,53.714285714285715,AT_RISK
INV002463,6,95.4,AT_RISK
INV002464,6,35.4,AT_RISK
INV002466,7,80.66666666666667,AT_RISK
INV002467,8,38.857142857142854,AT_RISK
INV002471,6,56.4,AT_RISK
INV002475,10,49.666666666666664,AT_RISK
INV002476,6,86.0,AT_RISK
INV002485,6,70.4,AT_RISK
INV002490,8,70.0,AT_RISK
INV002495,6,82.2,AT_RISK
INV002496,6,53.0,AT_RISK
INV002497,8,67.28571428571429,AT_RISK
INV002508,9,51.625,AT_RISK
INV002509,10,33.666666666666664,HEALTHY
INV002510,7,64.33333333333333,AT_RISK
INV002521,6,74.6,AT_RISK
INV002527,7,49.666666666666664,AT_RISK
INV002530,8,71.42857142857143,AT_RISK
INV002531,7,76.33333333333333,AT_RISK
INV002543,7,74.66666666666667,AT_RISK
INV002547,6,89.0,AT_RISK
INV002552,10,48.22222222222222,AT_RISK
INV002554,7,49.666666666666664,AT_RISK
INV002555,7,72.0,AT_RISK
INV002557,7,67.16666666666667,AT_RISK
INV002558,6,97.6,AT_RISK
INV002560,6,95.2,AT_RISK
INV002563,6,65.8,AT_RISK
INV002567,6,82.0,AT_RISK
INV002568,8,61.57142857142857,AT_RISK
INV002570,7,62.0,AT_RISK
INV002572,8,55.714285714285715,AT_RISK
INV002574,6,79.4,AT_RISK
INV002575,9,56.125,AT_RISK
INV002579,6,40.8,AT_RISK
INV002582,6,77.4,AT_RISK
INV002585,6,65.0,AT_RISK
INV002586,6,87.2,AT_RISK
INV002590,10,50.22222222222222,AT_RISK
INV002591,6,52.2,AT_RISK
INV002594,6,94.0,AT_RISK
INV002598,9,51.375,AT_RISK
INV002602,8,66.0,AT_RISK
INV002606,6,89.6,AT_RISK
INV002613,8,65.0,AT_RISK
INV002622,7,76.66666666666667,AT_RISK
INV002627,6,85.0,AT_RISK
INV002628,6,77.0,AT_RISK
INV002632,8,65.57142857142857,AT_RISK
INV002640,7,70.0,AT_RISK
INV002643,6,74.2,AT_RISK
INV002645,7,45.166666666666664,AT_RISK
INV002654,8,61.857142857142854,AT_RISK
INV002659,7,62.333333333333336,AT_RISK
